2024-01-01,16.0,29.843517226736914,80.0

2024-01-02,16.0,29.843517226736914,80.0

2024-01-03,16.0,29.604676832578495,65.0

2024-01-04,16.0,29.604676832578495,65.0

2024-01-05,16.0,29.604676832578495,65.0

2024-01-06,16.0,29.604676832578495,65.0

2024-01-07,16.0,29.604676832578495,65.0

2024-01-08,16.0,29.604676832578495,65.0

2024-01-09,16.0,29.604676832578495,65.0

2024-01-10,16.0,29.604676832578495,65.0

2024-01-11,16.0,29.604676832578495,65.0

2024-01-12,16.0,29.604676832578495,65.0

2024-01-13,16.0,29.604676832578495,65.0

2024-01-14,16.0,29.604676832578495,65.0

2024-01-15,16.0,29.604676832578495,65.0

2024-01-16,16.0,29.604676832578495,65.0

2024-01-17,16.0,29.604676832578495,65.0

2024-01-18,16.0,29.604676832578495,65.0

2024-01-19,16.0,29.604676832578495,65.0

2024-01-20,16.0,29.604676832578495,65.0

2024-01-21,16.0,29.604676832578495,65.0

2024-01-22,16.0,29.604676832578495,65.0

2024-01-23,16.0,29.604676832578495,65.0

2024-01-24,16.0,29.604676832578495,65.0

2024-01-25,16.0,29.604676832578495,65.0

2024-01-26,16.0,29.604676832578495,65.0

2024-01-27,16.0,29.604676832578495,65.0

2024-01-28,16.0,29.604676832578495,65.0

2024-01-29,16.0,29.604676832578495,65.0

2024-01-30,16.0,29.604676832578495,65.0

2024-01-31,16.0,29.604676832578495,65.0

2024-02-01,16.0,29.42883399432101,65.0

2024-02-02,16.0,29.42883399432101,65.0

2024-02-03,16.0,29.42883399432101,65.0

2024-02-04,16.0,29.42883399432101,65.0

2024-02-05,16.0,29.42883399432101,65.0

2024-02-06,16.0,29.42883399432101,65.0

2024-02-07,16.0,29.42883399432101,65.0

2024-02-08,16.0,29.42883399432101,65.0

2024-02-09,16.0,29.42883399432101,65.0

2024-02-10,16.0,29.42883399432101,65.0

2024-02-11,16.0,29.42883399432101,65.0

2024-02-12,16.0,29.42883399432101,65.0

2024-02-13,16.0,29.42883399432101,65.0

2024-02-14,16.0,29.42883399432101,65.0

2024-02-15,16.0,29.42883399432101,65.0

2024-02-16,16.0,29.42883399432101,65.0

2024-02-17,16.0,29.42883399432101,65.0

2024-02-18,16.0,29.42883399432101,65.0

2024-02-19,16.0,29.42883399432101,65.0

2024-02-20,16.0,29.42883399432101,65.0

2024-02-21,16.0,29.42883399432101,65.0

2024-02-22,16.0,29.42883399432101,65.0

2024-02-23,16.0,29.42883399432101,65.0

2024-02-24,16.0,29.42883399432101,65.0

2024-02-25,16.0,29.42883399432101,65.0

2024-02-26,16.0,29.42883399432101,65.0

2024-02-27,16.0,29.42883399432101,65.0

2024-02-28,16.0,29.42883399432101,65.0

2024-02-29,16.0,29.42883399432101,65.0

2024-03-01,16.0,29.448743616888272,65.0

2024-03-02,16.0,29.448743616888272,65.0

2024-03-03,16.0,29.448743616888272,65.0

2024-03-04,16.0,29.448743616888272,65.0

2024-03-05,16.0,29.448743616888272,65.0

2024-03-06,16.0,29.69899736135914,80.0

2024-03-07,16.0,29.69899736135914,80.0

2024-03-08,16.0,29.69899736135914,80.0

2024-03-09,16.0,29.69899736135914,80.0

2024-03-10,16.0,29.69899736135914,80.0

2024-03-11,16.0,29.69899736135914,80.0

2024-03-12,16.0,29.69899736135914,80.0

2024-03-13,16.0,29.69899736135914,80.0

2024-03-14,16.0,29.69899736135914,80.0

2024-03-15,16.0,29.69899736135914,80.0

2024-03-16,16.0,29.69899736135914,80.0

2024-03-17,16.0,29.69899736135914,80.0

2024-03-18,16.0,29.69899736135914,80.0

2024-03-19,16.0,29.69899736135914,80.0

2024-03-20,16.0,29.69899736135914,80.0

2024-03-21,16.0,29.69899736135914,80.0

2024-03-22,16.0,29.69899736135914,80.0

2024-03-23,16.0,29.69899736135914,80.0

2024-03-24,16.0,29.69899736135914,80.0

2024-03-25,16.0,29.69899736135914,80.0

2024-03-26,16.0,29.69899736135914,80.0

2024-03-27,16.0,29.69899736135914,80.0

2024-03-28,16.0,29.69899736135914,80.0

2024-03-29,16.0,29.69899736135914,80.0

2024-03-30,16.0,29.445394106223635,80.0

2024-03-31,16.0,29.445394106223635,80.0

2024-04-01,16.0,28.52149666920888,80.0

2024-04-02,16.0,28.52149666920888,80.0

2024-04-03,16.0,28.52149666920888,80.0

2024-04-04,16.0,28.52149666920888,80.0

2024-04-05,16.0,28.52149666920888,80.0

2024-04-06,16.0,28.52149666920888,80.0

2024-04-07,16.0,28.52149666920888,80.0

2024-04-08,16.0,28.52149666920888,80.0

2024-04-09,16.0,28.52149666920888,80.0

2024-04-10,16.0,28.52149666920888,80.0

2024-04-11,16.0,28.52149666920888,80.0

2024-04-12,16.0,28.52149666920888,80.0

2024-04-13,16.0,28.52149666920888,80.0

2024-04-14,16.0,28.52149666920888,80.0

2024-04-15,16.0,28.52149666920888,80.0

2024-04-16,16.0,28.52149666920888,80.0

2024-04-17,16.0,28.52149666920888,80.0

2024-04-18,16.0,28.52149666920888,80.0

2024-04-19,16.0,28.52149666920888,80.0

2024-04-20,16.0,28.52149666920888,80.0

2024-04-21,16.0,28.52149666920888,80.0

2024-04-22,16.0,28.52149666920888,80.0

2024-04-23,16.0,28.52149666920888,80.0

2024-04-24,16.0,28.52149666920888,80.0

2024-04-25,16.0,28.52149666920888,80.0

2024-04-26,16.0,28.52149666920888,80.0

2024-04-27,16.0,28.283170264899656,65.0

2024-04-28,16.0,28.283170264899656,65.0

2024-04-29,16.0,28.15890594055037,65.0

2024-04-30,16.0,28.15890594055037,65.0

